LocID,Location,Year,AgeGrp,PopMale,PopFemale
392,Japan,2032,95-99,245.591,742.216
400,Jordan,2032,95-99,0.502,1.061
398,Kazakhstan,2032,95-99,2.17,9.486
404,Kenya,2032,95-99,0.553,1.413
296,Kiribati,2032,95-99,0.002,0.022
414,Kuwait,2032,95-99,0.051,0.053
417,Kyrgyzstan,2032,95-99,0.142,1.869
428,Latvia,2032,95-99,1.521,5.85
422,Lebanon,2032,95-99,1.393,3.913
426,Lesotho,2032,95-99,0.024,0.158
430,Liberia,2032,95-99,0.073,0.103
434,Libya,2032,95-99,0.33,0.855
440,Lithuania,2032,95-99,3.545,11.156
442,Luxembourg,2032,95-99,0.436,0.93
450,Madagascar,2032,95-99,1.202,1.754
454,Malawi,2032,95-99,0.131,0.451
458,Malaysia,2032,95-99,10.549,8.866
462,Maldives,2032,95-99,0.132,0.163
466,Mali,2032,95-99,0.134,0.198
470,Malta,2032,95-99,0.407,1.0
474,Martinique,2032,95-99,0.599,1.557
478,Mauritania,2032,95-99,0.089,0.202
480,Mauritius,2032,95-99,0.372,1.217
175,Mayotte,2032,95-99,0.055,0.116
928,Melanesia,2032,95-99,0.263,0.358
484,Mexico,2032,95-99,47.224,76.433
954,Micronesia,2032,95-99,0.048,0.241
496,Mongolia,2032,95-99,0.161,0.524
499,Montenegro,2032,95-99,0.201,0.431
504,Morocco,2032,95-99,1.833,5.096
508,Mozambique,2032,95-99,0.212,0.682
104,Myanmar,2032,95-99,1.802,5.103
516,Namibia,2032,95-99,0.025,0.096
524,Nepal,2032,95-99,1.408,2.52
528,Netherlands,2032,95-99,16.595,29.881
540,New Caledonia,2032,95-99,0.038,0.156
554,New Zealand,2032,95-99,3.882,6.769
558,Nicaragua,2032,95-99,1.361,3.264
562,Niger,2032,95-99,0.167,0.299
566,Nigeria,2032,95-99,0.85,1.216
807,North Macedonia,2032,95-99,0.33,0.636
578,Norway,2032,95-99,3.722,8.295
1835,Oceania (excluding Australia and New Zealand),2032,95-99,0.413,0.818
512,Oman,2032,95-99,0.554,1.032
586,Pakistan,2032,95-99,13.916,9.009
591,Panama,2032,95-99,3.47,5.353
598,Papua New Guinea,2032,95-99,0.138,0.093
600,Paraguay,2032,95-99,1.532,2.76
604,Peru,2032,95-99,12.771,23.781
608,Philippines,2032,95-99,7.48,33.819
616,Poland,2032,95-99,32.402,85.9
957,Polynesia,2032,95-99,0.102,0.219
620,Portugal,2032,95-99,10.744,28.341
630,Puerto Rico,2032,95-99,3.793,8.919
634,Qatar,2032,95-99,0.178,0.267
410,Republic of Korea,2032,95-99,31.633,104.143
498,Republic of Moldova,2032,95-99,0.336,2.08
642,Romania,2032,95-99,11.987,24.86
643,Russian Federation,2032,95-99,46.963,241.027
646,Rwanda,2032,95-99,0.174,0.427
638,R̩union,2032,95-99,0.607,1.599
662,Saint Lucia,2032,95-99,0.121,0.098
670,Saint Vincent and the Grenadines,2032,95-99,0.043,0.052
882,Samoa,2032,95-99,0.007,0.015
678,Sao Tome and Principe,2032,95-99,0.007,0.018
682,Saudi Arabia,2032,95-99,2.666,3.281
686,Senegal,2032,95-99,0.2,0.439
688,Serbia,2032,95-99,2.548,5.849
690,Seychelles,2032,95-99,0.012,0.045
694,Sierra Leone,2032,95-99,0.11,0.241
702,Singapore,2032,95-99,3.816,8.22
703,Slovakia,2032,95-99,1.854,4.46
705,Slovenia,2032,95-99,1.643,4.447
90,Solomon Islands,2032,95-99,0.043,0.065
706,Somalia,2032,95-99,0.342,0.572
724,Spain,2032,95-99,55.425,133.012
144,Sri Lanka,2032,95-99,4.971,7.813
275,State of Palestine,2032,95-99,0.161,0.398
729,Sudan,2032,95-99,2.263,3.396
740,Suriname,2032,95-99,0.09,0.249
752,Sweden,2032,95-99,8.984,18.761
756,Switzerland,2032,95-99,8.603,18.163
760,Syrian Arab Republic,2032,95-99,1.201,2.6
762,Tajikistan,2032,95-99,0.271,0.505
764,Thailand,2032,95-99,45.331,97.561
626,Timor-Leste,2032,95-99,0.045,0.099
768,Togo,2032,95-99,0.054,0.092
776,Tonga,2032,95-99,0.01,0.008
780,Trinidad and Tobago,2032,95-99,0.399,0.76
788,Tunisia,2032,95-99,2.39,5.263
792,Turkey,2032,95-99,16.291,49.177
795,Turkmenistan,2032,95-99,0.41,1.069
800,Uganda,2032,95-99,0.182,0.571
804,Ukraine,2032,95-99,9.986,47.841
784,United Arab Emirates,2032,95-99,0.304,0.306
826,United Kingdom,2032,95-99,68.601,125.513
834,United Republic of Tanzania,2032,95-99,0.424,0.977
850,United States Virgin Islands,2032,95-99,0.054,0.182
840,United States of America,2032,95-99,306.39,577.615
858,Uruguay,2032,95-99,1.95,10.377
860,Uzbekistan,2032,95-99,1.784,4.299
548,Vanuatu,2032,95-99,0.008,0.008
862,Venezuela (Bolivarian Republic of),2032,95-99,6.847,18.418
704,Viet Nam,2032,95-99,37.871,103.046
887,Yemen,2032,95-99,0.51,1.086
894,Zambia,2032,95-99,0.098,0.391
716,Zimbabwe,2032,95-99,0.125,0.518
4,Afghanistan,2033,95-99,0.663,1.192
8,Albania,2033,95-99,1.355,1.666
12,Algeria,2033,95-99,14.263,16.03
24,Angola,2033,95-99,0.429,1.079
28,Antigua and Barbuda,2033,95-99,0.033,0.033
32,Argentina,2033,95-99,15.066,48.745
51,Armenia,2033,95-99,1.012,2.708
533,Aruba,2033,95-99,0.021,0.083
36,Australia,2033,95-99,26.404,45.899
40,Austria,2033,95-99,9.068,17.613
31,Azerbaijan,2033,95-99,1.038,2.924
44,Bahamas,2033,95-99,0.074,0.102
48,Bahrain,2033,95-99,0.085,0.16
50,Bangladesh,2033,95-99,36.162,69.85
52,Barbados,2033,95-99,0.428,0.563
112,Belarus,2033,95-99,2.052,13.161
56,Belgium,2033,95-99,12.304,27.268
84,Belize,2033,95-99,0.139,0.166
204,Benin,2033,95-99,0.356,0.78
64,Bhutan,2033,95-99,0.389,0.464
68,Bolivia (Plurinational State of),2033,95-99,6.803,11.972
70,Bosnia and Herzegovina,2033,95-99,1.908,4.4
72,Botswana,2033,95-99,0.063,0.197
76,Brazil,2033,95-99,108.195,255.207
96,Brunei Darussalam,2033,95-99,0.079,0.08
100,Bulgaria,2033,95-99,2.889,6.239
854,Burkina Faso,2033,95-99,0.136,0.307
108,Burundi,2033,95-99,0.203,0.472
132,Cabo Verde,2033,95-99,0.048,0.152
116,Cambodia,2033,95-99,0.766,1.835
120,Cameroon,2033,95-99,0.19,0.339
124,Canada,2033,95-99,36.61,76.88
148,Chad,2033,95-99,0.287,0.56
830,Channel Islands,2033,95-99,0.214,0.462
152,Chile,2033,95-99,13.859,30.685
156,China,2033,95-99,393.645,986.538
344,"China, Hong Kong SAR",2033,95-99,12.649,28.758
446,"China, Macao SAR",2033,95-99,0.304,0.807
158,"China, Taiwan Province of China",2033,95-99,27.619,42.566
170,Colombia,2033,95-99,27.55,45.772
174,Comoros,2033,95-99,0.018,0.036
178,Congo,2033,95-99,0.048,0.099
188,Costa Rica,2033,95-99,3.822,6.313
191,Croatia,2033,95-99,2.445,7.367
192,Cuba,2033,95-99,11.792,19.491
531,Cura̤ao,2033,95-99,0.17,0.361
196,Cyprus,2033,95-99,0.67,1.584
203,Czechia,2033,95-99,5.797,13.427
384,C̫te d'Ivoire,2033,95-99,0.224,0.27
408,Dem. People's Republic of Korea,2033,95-99,1.927,14.013
180,Democratic Republic of the Congo,2033,95-99,2.567,4.898
208,Denmark,2033,95-99,5.322,11.397
262,Djibouti,2033,95-99,0.06,0.105
214,Dominican Republic,2033,95-99,6.908,11.1
218,Ecuador,2033,95-99,7.368,15.2
818,Egypt,2033,95-99,6.222,16.614
222,El Salvador,2033,95-99,2.231,4.701
226,Equatorial Guinea,2033,95-99,0.013,0.015
232,Eritrea,2033,95-99,0.241,0.549
233,Estonia,2033,95-99,1.12,3.721
748,Eswatini,2033,95-99,0.013,0.101
231,Ethiopia,2033,95-99,5.906,9.848
242,Fiji,2033,95-99,0.043,0.046
246,Finland,2033,95-99,5.74,13.219
250,France,2033,95-99,85.019,209.464
254,French Guiana,2033,95-99,0.029,0.09
258,French Polynesia,2033,95-99,0.074,0.147
266,Gabon,2033,95-99,0.038,0.089
270,Gambia,2033,95-99,0.02,0.033
268,Georgia,2033,95-99,1.084,4.358
276,Germany,2033,95-99,133.966,259.589
288,Ghana,2033,95-99,0.476,0.75
300,Greece,2033,95-99,24.181,33.254
308,Grenada,2033,95-99,0.02,0.046
312,Guadeloupe,2033,95-99,0.677,1.496
316,Guam,2033,95-99,0.049,0.21
320,Guatemala,2033,95-99,4.488,7.325
324,Guinea,2033,95-99,0.113,0.23
624,Guinea-Bissau,2033,95-99,0.008,0.022
328,Guyana,2033,95-99,0.493,0.606
332,Haiti,2033,95-99,1.555,3.28
340,Honduras,2033,95-99,2.669,4.847
348,Hungary,2033,95-99,4.735,16.07
352,Iceland,2033,95-99,0.274,0.473
356,India,2033,95-99,217.574,315.781
360,Indonesia,2033,95-99,21.348,53.621
364,Iran (Islamic Republic of),2033,95-99,12.624,12.73
368,Iraq,2033,95-99,1.231,2.853
372,Ireland,2033,95-99,3.584,6.35
376,Israel,2033,95-99,7.152,12.062
380,Italy,2033,95-99,96.028,221.253
388,Jamaica,2033,95-99,1.324,1.04
392,Japan,2033,95-99,265.529,770.546
400,Jordan,2033,95-99,0.589,1.21
398,Kazakhstan,2033,95-99,2.648,11.483
404,Kenya,2033,95-99,0.678,1.715
296,Kiribati,2033,95-99,0.002,0.025
414,Kuwait,2033,95-99,0.065,0.069
417,Kyrgyzstan,2033,95-99,0.147,1.999
428,Latvia,2033,95-99,1.564,5.816
422,Lebanon,2033,95-99,1.56,4.182
426,Lesotho,2033,95-99,0.029,0.178
430,Liberia,2033,95-99,0.09,0.128
434,Libya,2033,95-99,0.385,0.973
440,Lithuania,2033,95-99,3.804,11.103
442,Luxembourg,2033,95-99,0.474,0.973
450,Madagascar,2033,95-99,1.339,1.974
454,Malawi,2033,95-99,0.167,0.564
458,Malaysia,2033,95-99,11.721,9.955
462,Maldives,2033,95-99,0.145,0.185
466,Mali,2033,95-99,0.166,0.244
470,Malta,2033,95-99,0.464,1.063
474,Martinique,2033,95-99,0.634,1.596
478,Mauritania,2033,95-99,0.105,0.232
480,Mauritius,2033,95-99,0.413,1.298
175,Mayotte,2033,95-99,0.064,0.125
928,Melanesia,2033,95-99,0.311,0.42
484,Mexico,2033,95-99,50.299,80.784
954,Micronesia,2033,95-99,0.057,0.26
496,Mongolia,2033,95-99,0.182,0.571
499,Montenegro,2033,95-99,0.228,0.486
504,Morocco,2033,95-99,2.305,6.119
508,Mozambique,2033,95-99,0.266,0.848
104,Myanmar,2033,95-99,2.109,5.806
516,Namibia,2033,95-99,0.032,0.116
524,Nepal,2033,95-99,1.698,2.947
528,Netherlands,2033,95-99,18.422,31.793
540,New Caledonia,2033,95-99,0.044,0.18
554,New Zealand,2033,95-99,4.319,7.398
558,Nicaragua,2033,95-99,1.488,3.512
562,Niger,2033,95-99,0.208,0.371
566,Nigeria,2033,95-99,1.087,1.526
807,North Macedonia,2033,95-99,0.395,0.744
578,Norway,2033,95-99,4.13,8.827
1835,Oceania (excluding Australia and New Zealand),2033,95-99,0.481,0.912
512,Oman,2033,95-99,0.641,1.121
586,Pakistan,2033,95-99,16.006,10.835
591,Panama,2033,95-99,3.689,5.689
598,Papua New Guinea,2033,95-99,0.167,0.116
600,Paraguay,2033,95-99,1.713,3.048
604,Peru,2033,95-99,14.282,25.548
608,Philippines,2033,95-99,8.546,37.895
616,Poland,2033,95-99,34.556,89.939
957,Polynesia,2033,95-99,0.113,0.232
620,Portugal,2033,95-99,11.667,29.837
630,Puerto Rico,2033,95-99,4.076,9.428
634,Qatar,2033,95-99,0.193,0.303
410,Republic of Korea,2033,95-99,36.641,114.443
498,Republic of Moldova,2033,95-99,0.373,2.285
642,Romania,2033,95-99,12.955,27.584
643,Russian Federation,2033,95-99,54.655,275.057
646,Rwanda,2033,95-99,0.192,0.472
638,R̩union,2033,95-99,0.67,1.692
662,Saint Lucia,2033,95-99,0.134,0.107
670,Saint Vincent and the Grenadines,2033,95-99,0.044,0.055
882,Samoa,2033,95-99,0.009,0.017
678,Sao Tome and Principe,2033,95-99,0.007,0.02
682,Saudi Arabia,2033,95-99,2.957,3.68
686,Senegal,2033,95-99,0.246,0.532
688,Serbia,2033,95-99,2.901,6.52
690,Seychelles,2033,95-99,0.013,0.05
694,Sierra Leone,2033,95-99,0.128,0.28
702,Singapore,2033,95-99,4.243,8.849
703,Slovakia,2033,95-99,2.027,4.939
705,Slovenia,2033,95-99,1.828,4.694
90,Solomon Islands,2033,95-99,0.047,0.069
706,Somalia,2033,95-99,0.404,0.666
724,Spain,2033,95-99,57.172,132.794
144,Sri Lanka,2033,95-99,5.471,8.846
275,State of Palestine,2033,95-99,0.193,0.465
729,Sudan,2033,95-99,2.555,3.81
740,Suriname,2033,95-99,0.098,0.274
752,Sweden,2033,95-99,10.113,20.099
756,Switzerland,2033,95-99,9.492,19.411
760,Syrian Arab Republic,2033,95-99,1.375,2.889
762,Tajikistan,2033,95-99,0.32,0.594
764,Thailand,2033,95-99,49.474,105.132
626,Timor-Leste,2033,95-99,0.055,0.116
768,Togo,2033,95-99,0.068,0.113
776,Tonga,2033,95-99,0.012,0.01
780,Trinidad and Tobago,2033,95-99,0.449,0.842
788,Tunisia,2033,95-99,2.605,5.717
792,Turkey,2033,95-99,18.673,53.518
795,Turkmenistan,2033,95-99,0.471,1.204
800,Uganda,2033,95-99,0.23,0.702
804,Ukraine,2033,95-99,11.809,56.592
784,United Arab Emirates,2033,95-99,0.323,0.317
826,United Kingdom,2033,95-99,74.852,133.239
834,United Republic of Tanzania,2033,95-99,0.546,1.24
850,United States Virgin Islands,2033,95-99,0.063,0.201
840,United States of America,2033,95-99,334.496,612.056
858,Uruguay,2033,95-99,2.061,10.497
860,Uzbekistan,2033,95-99,2.057,4.814
548,Vanuatu,2033,95-99,0.01,0.009
862,Venezuela (Bolivarian Republic of),2033,95-99,7.361,19.552
704,Viet Nam,2033,95-99,38.336,103.411
887,Yemen,2033,95-99,0.6,1.256
894,Zambia,2033,95-99,0.126,0.479
716,Zimbabwe,2033,95-99,0.155,0.623
4,Afghanistan,2033,90-94,4.641,6.804
8,Albania,2033,90-94,6.463,7.967
12,Algeria,2033,90-94,49.349,59.119
24,Angola,2033,90-94,2.627,5.384
28,Antigua and Barbuda,2033,90-94,0.133,0.142
32,Argentina,2033,90-94,60.23,153.304
51,Armenia,2033,90-94,2.196,5.485
533,Aruba,2033,90-94,0.113,0.302
36,Australia,2033,90-94,95.183,139.211
40,Austria,2033,90-94,39.496,64.776
31,Azerbaijan,2033,90-94,3.588,8.329
44,Bahamas,2033,90-94,0.333,0.515
48,Bahrain,2033,90-94,0.43,0.624
50,Bangladesh,2033,90-94,133.07,209.792
52,Barbados,2033,90-94,1.047,1.442
112,Belarus,2033,90-94,8.667,42.108
56,Belgium,2033,90-94,40.137,70.672
84,Belize,2033,90-94,0.379,0.47
204,Benin,2033,90-94,2.404,4.268
64,Bhutan,2033,90-94,1.237,1.201
68,Bolivia (Plurinational State of),2033,90-94,19.698,29.987
70,Bosnia and Herzegovina,2033,90-94,6.229,13.415
72,Botswana,2033,90-94,0.557,1.433
76,Brazil,2033,90-94,328.686,646.232
96,Brunei Darussalam,2033,90-94,0.308,0.285
100,Bulgaria,2033,90-94,11.966,26.687
854,Burkina Faso,2033,90-94,1.256,2.515
108,Burundi,2033,90-94,1.241,2.395
132,Cabo Verde,2033,90-94,0.165,0.514
116,Cambodia,2033,90-94,4.378,9.104
120,Cameroon,2033,90-94,1.908,3.189
124,Canada,2033,90-94,139.495,229.047
148,Chad,2033,90-94,1.915,3.05
830,Channel Islands,2033,90-94,0.68,1.088
152,Chile,2033,90-94,44.185,78.277
156,China,2033,90-94,1622.246,3051.263
344,"China, Hong Kong SAR",2033,90-94,27.436,45.035
446,"China, Macao SAR",2033,90-94,0.969,1.823
158,"China, Taiwan Province of China",2033,90-94,70.667,111.981
170,Colombia,2033,90-94,83.248,130.776
174,Comoros,2033,90-94,0.121,0.207
178,Congo,2033,90-94,0.466,0.898
188,Costa Rica,2033,90-94,11.643,17.109
191,Croatia,2033,90-94,9.269,22.75
192,Cuba,2033,90-94,37.707,56.881
531,Cura̤ao,2033,90-94,0.496,0.975
196,Cyprus,2033,90-94,2.849,5.095
203,Czechia,2033,90-94,28.825,55.949
384,C̫te d'Ivoire,2033,90-94,2.387,2.735
408,Dem. People's Republic of Korea,2033,90-94,11.627,60.872
180,Democratic Republic of the Congo,2033,90-94,16.141,25.889
208,Denmark,2033,90-94,21.573,36.382
262,Djibouti,2033,90-94,0.354,0.516
214,Dominican Republic,2033,90-94,16.202,23.995
218,Ecuador,2033,90-94,26.553,40.544
818,Egypt,2033,90-94,27.983,62.384
222,El Salvador,2033,90-94,8.603,15.715
226,Equatorial Guinea,2033,90-94,0.105,0.149
232,Eritrea,2033,90-94,1.117,2.211
233,Estonia,2033,90-94,3.927,11.518
748,Eswatini,2033,90-94,0.116,0.599
231,Ethiopia,2033,90-94,32.614,47.699
242,Fiji,2033,90-94,0.213,0.311
246,Finland,2033,90-94,21.837,40.117
250,France,2033,90-94,253.381,475.435
254,French Guiana,2033,90-94,0.193,0.421
258,French Polynesia,2033,90-94,0.396,0.607
266,Gabon,2033,90-94,0.313,0.67
270,Gambia,2033,90-94,0.191,0.26
268,Georgia,2033,90-94,3.571,11.971
276,Germany,2033,90-94,420.023,684.503
288,Ghana,2033,90-94,3.106,4.874
300,Greece,2033,90-94,55.386,76.576
308,Grenada,2033,90-94,0.082,0.178
312,Guadeloupe,2033,90-94,1.682,3.293
316,Guam,2033,90-94,0.196,0.502
320,Guatemala,2033,90-94,15.469,22.985
324,Guinea,2033,90-94,1.041,1.891
624,Guinea-Bissau,2033,90-94,0.106,0.254
328,Guyana,2033,90-94,0.936,1.269
332,Haiti,2033,90-94,6.328,10.842
340,Honduras,2033,90-94,8.333,13.563
348,Hungary,2033,90-94,20.765,55.992
352,Iceland,2033,90-94,1.037,1.526
356,India,2033,90-94,862.94,1145.707
360,Indonesia,2033,90-94,120.239,239.735
364,Iran (Islamic Republic of),2033,90-94,54.11,59.368
368,Iraq,2033,90-94,8.392,15.522
372,Ireland,2033,90-94,14.224,20.426
376,Israel,2033,90-94,20.36,29.947
380,Italy,2033,90-94,296.394,544.241
388,Jamaica,2033,90-94,4.283,4.046
392,Japan,2033,90-94,856.616,1798.83
400,Jordan,2033,90-94,3.162,5.699
398,Kazakhstan,2033,90-94,9.058,34.32
404,Kenya,2033,90-94,4.573,10.439
296,Kiribati,2033,90-94,0.016,0.115
414,Kuwait,2033,90-94,0.59,0.442
417,Kyrgyzstan,2033,90-94,0.427,3.722
428,Latvia,2033,90-94,5.35,17.873
422,Lebanon,2033,90-94,5.443,9.759
426,Lesotho,2033,90-94,0.248,1.046
430,Liberia,2033,90-94,0.85,1.191
434,Libya,2033,90-94,2.334,4.598
440,Lithuania,2033,90-94,8.933,26.522
442,Luxembourg,2033,90-94,1.656,2.869
450,Madagascar,2033,90-94,5.93,8.857
454,Malawi,2033,90-94,1.508,4.447
458,Malaysia,2033,90-94,36.688,34.882
462,Maldives,2033,90-94,0.466,0.554
466,Mali,2033,90-94,1.644,2.238
470,Malta,2033,90-94,1.722,2.893
474,Martinique,2033,90-94,1.659,3.366
478,Mauritania,2033,90-94,0.665,1.291
480,Mauritius,2033,90-94,1.506,3.6
175,Mayotte,2033,90-94,0.235,0.354
928,Melanesia,2033,90-94,1.936,2.285
484,Mexico,2033,90-94,167.156,246.851
954,Micronesia,2033,90-94,0.254,0.72
496,Mongolia,2033,90-94,0.911,2.29
499,Montenegro,2033,90-94,0.802,1.73
504,Morocco,2033,90-94,18.984,38.486
508,Mozambique,2033,90-94,2.329,6.825
104,Myanmar,2033,90-94,13.208,30.295
516,Namibia,2033,90-94,0.265,0.835
524,Nepal,2033,90-94,12.714,19.727
528,Netherlands,2033,90-94,68.826,98.462
540,New Caledonia,2033,90-94,0.288,0.62
554,New Zealand,2033,90-94,16.874,24.787
558,Nicaragua,2033,90-94,5.478,10.741
562,Niger,2033,90-94,1.974,3.087
566,Nigeria,2033,90-94,10.989,14.146
807,North Macedonia,2033,90-94,2.292,3.832
578,Norway,2033,90-94,18.063,29.368
1835,Oceania (excluding Australia and New Zealand),2033,90-94,2.764,3.921
512,Oman,2033,90-94,2.568,3.807
586,Pakistan,2033,90-94,88.567,76.95
591,Panama,2033,90-94,9.529,13.668
598,Papua New Guinea,2033,90-94,1.133,0.935
600,Paraguay,2033,90-94,6.553,10.166
604,Peru,2033,90-94,48.839,78.553
608,Philippines,2033,90-94,38.565,126.274
616,Poland,2033,90-94,86.505,202.872
957,Polynesia,2033,90-94,0.574,0.916
620,Portugal,2033,90-94,41.736,85.498
630,Puerto Rico,2033,90-94,13.16,24.154
634,Qatar,2033,90-94,0.434,0.613
410,Republic of Korea,2033,90-94,147.08,330.517
498,Republic of Moldova,2033,90-94,1.975,8.621
642,Romania,2033,90-94,37.075,78.267
643,Russian Federation,2033,90-94,135.035,574.501
646,Rwanda,2033,90-94,1.738,4.109
638,R̩union,2033,90-94,2.402,3.912
662,Saint Lucia,2033,90-94,0.396,0.374
670,Saint Vincent and the Grenadines,2033,90-94,0.136,0.155
882,Samoa,2033,90-94,0.054,0.109
678,Sao Tome and Principe,2033,90-94,0.032,0.075
682,Saudi Arabia,2033,90-94,13.613,15.867
686,Senegal,2033,90-94,1.986,3.783
688,Serbia,2033,90-94,11.601,23.024
690,Seychelles,2033,90-94,0.076,0.189
694,Sierra Leone,2033,90-94,0.826,1.63
702,Singapore,2033,90-94,12.268,20.855
703,Slovakia,2033,90-94,8.82,21.46
705,Slovenia,2033,90-94,7.272,14.728
90,Solomon Islands,2033,90-94,0.256,0.374
706,Somalia,2033,90-94,2.369,3.432
724,Spain,2033,90-94,203.089,375.287
144,Sri Lanka,2033,90-94,24.377,46.488
275,State of Palestine,2033,90-94,1.124,2.258
729,Sudan,2033,90-94,12.362,17.321
740,Suriname,2033,90-94,0.343,0.879
752,Sweden,2033,90-94,46.544,69.913
756,Switzerland,2033,90-94,38.318,62.729
760,Syrian Arab Republic,2033,90-94,8.108,14.5
762,Tajikistan,2033,90-94,1.347,2.075
764,Thailand,2033,90-94,153.971,279.022
626,Timor-Leste,2033,90-94,0.332,0.598
768,Togo,2033,90-94,0.635,0.929
776,Tonga,2033,90-94,0.049,0.054
780,Trinidad and Tobago,2033,90-94,1.923,3.264
788,Tunisia,2033,90-94,10.545,19.304
792,Turkey,2033,90-94,84.438,194.982
795,Turkmenistan,2033,90-94,1.478,3.189
800,Uganda,2033,90-94,2.375,6.271
804,Ukraine,2033,90-94,38.618,158.348
784,United Arab Emirates,2033,90-94,2.212,0.938
826,United Kingdom,2033,90-94,266.342,395.723
834,United Republic of Tanzania,2033,90-94,5.124,10.566
850,United States Virgin Islands,2033,90-94,0.345,0.708
840,United States of America,2033,90-94,1074.286,1738.276
858,Uruguay,2033,90-94,7.037,21.652
860,Uzbekistan,2033,90-94,9.064,17.398
548,Vanuatu,2033,90-94,0.046,0.045
862,Venezuela (Bolivarian Republic of),2033,90-94,26.787,56.791
704,Viet Nam,2033,90-94,94.761,223.899
887,Yemen,2033,90-94,3.751,6.644
894,Zambia,2033,90-94,1.102,3.512
716,Zimbabwe,2033,90-94,1.481,4.709
4,Afghanistan,2033,85-89,20.883,32.085
8,Albania,2033,85-89,17.207,20.556
12,Algeria,2033,85-89,121.67,138.095
24,Angola,2033,85-89,12.108,21.066
28,Antigua and Barbuda,2033,85-89,0.39,0.449
32,Argentina,2033,85-89,171.45,343.834
51,Armenia,2033,85-89,6.859,14.908
533,Aruba,2033,85-89,0.432,0.842
36,Australia,2033,85-89,247.782,317.804
40,Austria,2033,85-89,86.666,124.422
31,Azerbaijan,2033,85-89,10.465,20.853
44,Bahamas,2033,85-89,0.942,1.45
48,Bahrain,2033,85-89,1.459,1.482
50,Bangladesh,2033,85-89,349.777,459.619
52,Barbados,2033,85-89,2.413,3.061
112,Belarus,2033,85-89,17.965,62.561
56,Belgium,2033,85-89,110.122,158.507
84,Belize,2033,85-89,0.91,1.044
204,Benin,2033,85-89,8.224,13.982
64,Bhutan,2033,85-89,2.783,2.343
68,Bolivia (Plurinational State of),2033,85-89,43.041,58.548
70,Bosnia and Herzegovina,2033,85-89,15.778,29.055
72,Botswana,2033,85-89,2.357,4.773
76,Brazil,2033,85-89,812.412,1352.549
96,Brunei Darussalam,2033,85-89,0.868,0.967
100,Bulgaria,2033,85-89,43.291,88.356
854,Burkina Faso,2033,85-89,6.684,11.832
108,Burundi,2033,85-89,4.398,7.284
132,Cabo Verde,2033,85-89,0.261,0.897
116,Cambodia,2033,85-89,15.566,29.064
120,Cameroon,2033,85-89,10.442,16.015
124,Canada,2033,85-89,387.078,510.921
148,Chad,2033,85-89,7.458,10.221
830,Channel Islands,2033,85-89,1.554,2.171
152,Chile,2033,85-89,105.63,155.945
156,China,2033,85-89,4902.921,7898.547
344,"China, Hong Kong SAR",2033,85-89,72.422,98.529
446,"China, Macao SAR",2033,85-89,3.913,5.049
158,"China, Taiwan Province of China",2033,85-89,174.249,224.496
170,Colombia,2033,85-89,200.982,289.889
174,Comoros,2033,85-89,0.456,0.67
178,Congo,2033,85-89,2.435,4.276
188,Costa Rica,2033,85-89,28.286,37.348
191,Croatia,2033,85-89,25.089,49.952
192,Cuba,2033,85-89,80.945,112.2
531,Cura̤ao,2033,85-89,1.286,2.114
196,Cyprus,2033,85-89,8.003,11.738
203,Czechia,2033,85-89,93.763,154.602
384,C̫te d'Ivoire,2033,85-89,12.377,12.512
408,Dem. People's Republic of Korea,2033,85-89,48.812,167.829
180,Democratic Republic of the Congo,2033,85-89,64.566,91.098
208,Denmark,2033,85-89,69.575,90.932
262,Djibouti,2033,85-89,1.441,1.785
214,Dominican Republic,2033,85-89,34.065,46.994
218,Ecuador,2033,85-89,60.212,79.811
818,Egypt,2033,85-89,133.815,228.851
222,El Salvador,2033,85-89,20.27,34.385
226,Equatorial Guinea,2033,85-89,0.405,0.623
232,Eritrea,2033,85-89,3.842,6.41
233,Estonia,2033,85-89,7.08,17.298
748,Eswatini,2033,85-89,0.588,2.105
231,Ethiopia,2033,85-89,115.246,165.033
242,Fiji,2033,85-89,1.021,1.393
246,Finland,2033,85-89,71.207,104.78
250,France,2033,85-89,725.86,1092.904
254,French Guiana,2033,85-89,0.664,0.993
258,French Polynesia,2033,85-89,0.914,1.165
266,Gabon,2033,85-89,1.479,2.461
270,Gambia,2033,85-89,1.066,1.342
268,Georgia,2033,85-89,10.853,29.015
276,Germany,2033,85-89,787.408,1111.624
288,Ghana,2033,85-89,17.187,23.68
300,Greece,2033,85-89,117.713,159.941
308,Grenada,2033,85-89,0.26,0.449
312,Guadeloupe,2033,85-89,3.864,6.144
316,Guam,2033,85-89,0.702,1.24
320,Guatemala,2033,85-89,36.239,51.634
324,Guinea,2033,85-89,4.288,8.047
624,Guinea-Bissau,2033,85-89,0.536,1.195
328,Guyana,2033,85-89,2.361,2.75
332,Haiti,2033,85-89,15.316,24.118
340,Honduras,2033,85-89,19.891,29.393
348,Hungary,2033,85-89,53.634,120.156
352,Iceland,2033,85-89,3.026,3.588
356,India,2033,85-89,2548.772,3210.26
360,Indonesia,2033,85-89,402.622,719.847
364,Iran (Islamic Republic of),2033,85-89,162.101,198.53
368,Iraq,2033,85-89,24.568,38.338
372,Ireland,2033,85-89,40.235,50.128
376,Israel,2033,85-89,57.796,75.188
380,Italy,2033,85-89,716.009,1058.77
